Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2020-01-04,7326.61,7381.38,7279.4,7345.41,7.56621388,55459.207657358,7329.8493192157
2020-01-03,6940.7,7384.4,6869.0,7304.7,56.26153685,404263.65930885,7185.4357691414
2020-01-02,7186.8,7187.8,6900.82,6950.0,30.34103668,211845.29580291,6982.1376915099
2020-01-01,7165.9,7232.2,7165.2,7178.82,6.06188393,43690.460411254,7207.4062974106
2019-12-31,7199.9,7221.2,7131.5,7171.1,12.60156611,90537.160096134,7184.5958911637
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,5264.2,5270.8,5233.8,5254.77,0.942,4947.32286,5251.9350955414
2019-04-20,5288.6,5353.9,5288.6,5290.0,9.83087516,52431.572499839,5333.3575746311
2019-04-19,5264.9,5335.1,5204.21,5290.7,15.33857024,80926.520904258,5276.0146244412
2019-04-18,5210.93,5302.4,5210.93,5281.7,23.19710096,121848.90685396,5252.7644322483
